--------- beginning of system 
12-27 11:28:13.218   982   982 I Leopard : ** build version : [20221118104802] ** 
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): lge.bootmode= doesn't exist in [/proc/cmdline] 
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): find [lge.bootmode=] in [/tmp/bootmode_cmd] 
12-27 12:24:30.406  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:24:30.406  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x18][x20]...
12-27 12:24:30.407  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x18][x20]...
12-27 12:24:30.407  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:24:30.407  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:24:30.407  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x18][x20]
12-27 12:24:30.407  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:24:31.315   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 54 00 00 00 02 00 01 00 01 00 01 00 01]
12-27 12:24:32.103   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:24:32.846   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:24:32.847   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:24:32.847   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:24:32.847   977  1668 E SPIClient_can: CB_2
12-27 12:24:33.186   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 15 00 00 00 27]
12-27 12:24:34.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 54 00 00 00 02 00 01 00 01 00 01 00 01]
12-27 12:24:35.545   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:24:35.553   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:24:35.553  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:24:35.553  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:24:35.553  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:24:35.553  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:24:35.553  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:24:35.553  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:24:35.562   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:24:35.981   991  1508 E CommunicationManagerService: KICK DOG(339)
12-27 12:24:36.482  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.040000] bubTemp [30]
12-27 12:24:37.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 09 08 55 00 00 00 01 00 01 00 01 00 01 00 02]
12-27 12:24:37.759  1542 20942 I DiagManagerService: onWatchDog Kick
12-27 12:24:37.856   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:24:37.856   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:24:37.856   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:24:37.856   977  1668 E SPIClient_can: CB_2
12-27 12:24:38.002  1539 20971 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:24:38.161   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:24:38.162   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:24:38.162   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:24:38.704   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:24:40.310   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 09 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:24:41.007   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 18 2A]
12-27 12:24:41.007  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:24:41.007  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x18][x2A]...
12-27 12:24:41.008  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x18][x2A]...
12-27 12:24:41.008  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:24:41.008  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:24:41.008  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x18][x2A]
12-27 12:24:41.008  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:24:42.866   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:24:42.866   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:24:42.866   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:24:42.866   977  1668 E SPIClient_can: CB_2
12-27 12:24:43.181   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 1F 00 00 00 1D]
12-27 12:24:43.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 1A 00 09 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:24:45.303   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:24:45.546   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:24:45.553   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:24:45.553  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:24:45.553  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:24:45.553  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:24:45.553  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:24:45.553  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:24:45.553  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:24:45.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:24:45.981   991  1508 E CommunicationManagerService: KICK DOG(340)
12-27 12:24:46.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:24:46.483  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [30]
12-27 12:24:47.759  1542 22114 I DiagManagerService: onWatchDog Kick
12-27 12:24:47.875   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:24:47.875   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:24:47.876   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:24:47.876   977  1668 E SPIClient_can: CB_2
12-27 12:24:48.004  1539 22142 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:24:48.162   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:24:48.163   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:24:48.163   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:24:49.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:24:51.608   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 18 35]
12-27 12:24:51.609  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:24:51.609  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x18][x35]...
12-27 12:24:51.609  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x18][x35]...
12-27 12:24:51.609  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:24:51.609  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:24:51.609  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x18][x35]
12-27 12:24:51.609  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:24:51.903   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:24:52.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:24:52.888   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:24:52.888   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:24:52.888   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:24:52.888   977  1668 E SPIClient_can: CB_2
12-27 12:24:53.178   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 29 00 00 00 13]
12-27 12:24:55.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:24:55.546   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:24:55.553   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:24:55.553  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:24:55.553  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:24:55.553  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:24:55.553  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:24:55.553  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:24:55.553  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:24:55.562   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:24:55.981   991  1508 E CommunicationManagerService: KICK DOG(341)
12-27 12:24:56.485  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.040000] bubTemp [30]
12-27 12:24:57.759  1542 23286 I DiagManagerService: onWatchDog Kick
12-27 12:24:57.896   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:24:57.896   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:24:57.896   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:24:57.896   977  1668 E SPIClient_can: CB_2
12-27 12:24:58.002  1539 23315 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:24:58.163   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:24:58.163   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:24:58.164   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:24:58.310   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:24:58.503   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:25:01.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 07 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:02.206   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 19 03]
12-27 12:25:02.206  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:25:02.206  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x19][x03]...
12-27 12:25:02.206  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x19][x03]...
12-27 12:25:02.206  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:25:02.206  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:25:02.206  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x19][x03]
12-27 12:25:02.206  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:25:02.906   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:25:02.906   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:25:02.907   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:25:02.907   977  1668 E SPIClient_can: CB_2
12-27 12:25:03.177   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 33 00 00 00 09]
12-27 12:25:04.310   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:05.103   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:25:05.552   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:25:05.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:25:05.563   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:25:05.563  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:25:05.563  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:25:05.563  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:25:05.563  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:25:05.563  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:25:05.563  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:25:05.982   991  1508 E CommunicationManagerService: KICK DOG(342)
12-27 12:25:06.488  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [30]
12-27 12:25:07.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 16 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:07.760  1542 24459 I DiagManagerService: onWatchDog Kick
12-27 12:25:07.916   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:25:07.916   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:25:07.916   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:25:07.916   977  1668 E SPIClient_can: CB_2
12-27 12:25:08.002  1539 24487 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:25:08.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:25:08.161   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:25:08.161   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:25:08.172  1647  1699 E NetworkManagerService: rmnet_data0 | inbps=0 inpps=0 outbps=0 outpps=0
12-27 12:25:08.172  1647  1699 E NetworkManagerService: rmnet_data1 | inbps=0 inpps=0 outbps=0 outpps=0
12-27 12:25:10.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:11.703   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:25:12.807   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 19 0E]
12-27 12:25:12.808  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:25:12.808  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x19][x0E]...
12-27 12:25:12.808  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x19][x0E]...
12-27 12:25:12.808  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:25:12.808  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:25:12.808  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x19][x0E]
12-27 12:25:12.808  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:25:12.926   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:25:12.926   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:25:12.926   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:25:12.926   977  1668 E SPIClient_can: CB_2
12-27 12:25:13.178  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 12:25:13.186   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 00 00 00 00 00]
12-27 12:25:13.308   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 0C 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:14.707   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[35, 00] Cmd[02, 00] PayloadLen[0021] Payload[42 55 42 20 44 54 43 33 3A 20 4F 50 45 4E 3A 31 20 53 79 73 48 57 3D 45 30 20 43 3A 32 39 20 31 0A]
12-27 12:25:14.707  1529  1558 E MCU     : BUB DTC3: OPEN:1 SysHW=E0 C:29 1
12-27 12:25:15.550   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:25:15.557   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:25:15.557  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:25:15.557  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:25:15.558  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:25:15.558  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:25:15.558  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:25:15.558  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:25:15.562   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:25:15.981   991  1508 E CommunicationManagerService: KICK DOG(343)
12-27 12:25:16.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 03 08 54 00 01 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:16.491  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.030000] bubTemp [30]
12-27 12:25:17.759  1542 25631 I DiagManagerService: onWatchDog Kick
12-27 12:25:17.936   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:25:17.936   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:25:17.936   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:25:17.936   977  1668 E SPIClient_can: CB_2
12-27 12:25:18.002  1539 25660 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:25:18.161   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:25:18.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:25:18.162   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:25:18.305   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:25:19.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 06 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:22.310   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:25:22.946   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:25:22.946   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:25:22.946   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:25:22.946   977  1668 E SPIClient_can: CB_2
12-27 12:25:23.188   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 07 00 00 00 35]
12-27 12:25:23.410   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 19 19]
12-27 12:25:23.410  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:25:23.410  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x19][x19]...
12-27 12:25:23.411  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x19][x19]...
12-27 12:25:23.411  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:25:23.411  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:25:23.411  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x19][x19]
12-27 12:25:23.411  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:25:24.903   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:25:25.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 09 08 53 00 01 00 01 00 01 00 01 00 01 00 01]
